reaction_id,reaction_group_id,record_class,is_control,control_type,plate,block,row,col,source_file,source_well,Sample Name,Data File,aryl_halide_number,aryl_halide,aryl_halide_smiles,catalyst_system,ligand,ligand_smiles,base,base_smiles,additive_number,additive,additive_smiles,yield_percent,yield_observed,zero_yield,product,internal_standard,corr_factor
AHNEMAN_BH_P1_R09_C03,AHNEMAN_BH_ARYL_03,control,True,additive_free_control,1,1.0,9,3,/Volumes/Jupetit/rxnpredict/yield_data/plate1.1.csv,3:I,2016-Dec14-1536-CN-Plate1-41.Raw,2016-dec14-1536-cn-plate1-41.raw,3.0,1-iodo-4-(trifluoromethyl)benzene,FC(F)(F)c1ccc(I)cc1,t-BuBrettPhos,t-BuBrettPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,P2Et,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,,,,41.44106124,True,False,91593.78255,17278.76721,1.042356705
AHNEMAN_BH_P1_R09_C04,AHNEMAN_BH_ARYL_04,control,True,additive_free_control,1,1.0,9,4,/Volumes/Jupetit/rxnpredict/yield_data/plate1.1.csv,4:I,2016-Dec14-1536-CN-Plate1-57.Raw,2016-dec14-1536-cn-plate1-57.raw,4.0,1-chloro-4-methoxybenzene,COc1ccc(Cl)cc1,t-BuBrettPhos,t-BuBrettPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,P2Et,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,,,,0.0,True,True,0.0,19205.49122,0.948682226
AHNEMAN_BH_P1_R09_C05,AHNEMAN_BH_ARYL_05,control,True,additive_free_control,1,1.0,9,5,/Volumes/Jupetit/rxnpredict/yield_data/plate1.1.csv,5:I,2016-Dec14-1536-CN-Plate1-73.Raw,2016-dec14-1536-cn-plate1-73.raw,5.0,1-bromo-4-methoxybenzene,COc1ccc(Br)cc1,t-BuBrettPhos,t-BuBrettPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,P2Et,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,,,,38.30431575,True,False,128004.479,23777.13287,0.948682226
AHNEMAN_BH_P1_R09_C06,AHNEMAN_BH_ARYL_06,control,True,additive_free_control,1,1.0,9,6,/Volumes/Jupetit/rxnpredict/yield_data/plate1.1.csv,6:I,2016-Dec14-1536-CN-Plate1-89.Raw,2016-dec14-1536-cn-plate1-89.raw,6.0,1-iodo-4-methoxybenzene,COc1ccc(I)cc1,t-BuBrettPhos,t-BuBrettPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,P2Et,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,,,,53.10400856,True,False,133718.5568,17916.22067,0.948682226
AHNEMAN_BH_P1_R09_C07,AHNEMAN_BH_ARYL_07,control,True,additive_free_control,1,1.0,9,7,/Volumes/Jupetit/rxnpredict/yield_data/plate1.1.csv,7:I,2016-Dec14-1536-CN-Plate1-105.Raw,2016-dec14-1536-cn-plate1-105.raw,7.0,1-chloro-4-ethylbenzene,CCc1ccc(Cl)cc1,t-BuBrettPhos,t-BuBrettPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,P2Et,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,,,,3.075984359,True,False,6023.09949,19642.8722,1.337543187
AHNEMAN_BH_P1_R09_C08,AHNEMAN_BH_ARYL_08,control,True,additive_free_control,1,1.0,9,8,/Volumes/Jupetit/rxnpredict/yield_data/plate1.1.csv,8:I,2016-Dec14-1536-CN-Plate1-121.Raw,2016-dec14-1536-cn-plate1-121.raw,8.0,1-bromo-4-ethylbenzene,CCc1ccc(Br)cc1,t-BuBrettPhos,t-BuBrettPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,P2Et,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,,,,77.3614474,True,False,130948.4703,16980.28283,1.337543187
AHNEMAN_BH_P1_R09_C09,AHNEMAN_BH_ARYL_09,control,True,additive_free_control,1,1.0,9,9,/Volumes/Jupetit/rxnpredict/yield_data/plate1.1.csv,9:I,2016-Dec14-1536-CN-Plate1-137.Raw,2016-dec14-1536-cn-plate1-137.raw,9.0,1-ethyl-4-iodobenzene,CCc1ccc(I)cc1,t-BuBrettPhos,t-BuBrettPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,P2Et,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,,,,66.8623452,True,False,138153.0673,20727.55151,1.337543187
AHNEMAN_BH_P1_R09_C10,AHNEMAN_BH_ARYL_10,control,True,additive_free_control,1,1.0,9,10,/Volumes/Jupetit/rxnpredict/yield_data/plate1.1.csv,10:I,2016-Dec14-1536-CN-Plate1-153.Raw,2016-dec14-1536-cn-plate1-153.raw,10.0,2-chloropyridine,Clc1ccccn1,t-BuBrettPhos,t-BuBrettPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,P2Et,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,,,,65.32713775,True,False,62678.56199,20463.2369,2.843725517
AHNEMAN_BH_P1_R09_C11,AHNEMAN_BH_ARYL_11,control,True,additive_free_control,1,1.0,9,11,/Volumes/Jupetit/rxnpredict/yield_data/plate1.1.csv,11:I,2016-Dec14-1536-CN-Plate1-169.Raw,2016-dec14-1536-cn-plate1-169.raw,11.0,2-bromopyridine,Brc1ccccn1,t-BuBrettPhos,t-BuBrettPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,P2Et,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,,,,80.44006159,True,False,81798.76703,21688.18961,2.843725517
AHNEMAN_BH_P1_R09_C12,AHNEMAN_BH_ARYL_12,control,True,additive_free_control,1,1.0,9,12,/Volumes/Jupetit/rxnpredict/yield_data/plate1.1.csv,12:I,2016-Dec14-1536-CN-Plate1-185.Raw,2016-dec14-1536-cn-plate1-185.raw,12.0,2-iodopyridine,Ic1ccccn1,t-BuBrettPhos,t-BuBrettPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,P2Et,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,,,,73.90288444,True,False,77561.11989,22383.68679,2.843725517
AHNEMAN_BH_P1_R09_C13,AHNEMAN_BH_ARYL_13,control,True,additive_free_control,1,1.0,9,13,/Volumes/Jupetit/rxnpredict/yield_data/plate1.1.csv,13:I,2016-Dec14-1536-CN-Plate1-201.Raw,2016-dec14-1536-cn-plate1-201.raw,13.0,3-chloropyridine,Clc1cccnc1,t-BuBrettPhos,t-BuBrettPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,P2Et,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,,,,10.6093201,True,False,12893.07808,19815.55867,2.174082389
AHNEMAN_BH_P1_R09_C14,AHNEMAN_BH_ARYL_14,control,True,additive_free_control,1,1.0,9,14,/Volumes/Jupetit/rxnpredict/yield_data/plate1.1.csv,14:I,2016-Dec14-1536-CN-Plate1-217.Raw,2016-dec14-1536-cn-plate1-217.raw,14.0,3-bromopyridine,Brc1cccnc1,t-BuBrettPhos,t-BuBrettPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,P2Et,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,,,,47.24014126,True,False,62923.64246,21719.00516,2.174082389
AHNEMAN_BH_P1_R09_C15,AHNEMAN_BH_ARYL_15,control,True,additive_free_control,1,1.0,9,15,/Volumes/Jupetit/rxnpredict/yield_data/plate1.1.csv,15:I,2016-Dec14-1536-CN-Plate1-233.Raw,2016-dec14-1536-cn-plate1-233.raw,15.0,3-iodopyridine,Ic1cccnc1,t-BuBrettPhos,t-BuBrettPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,P2Et,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,,,,59.52653189,True,False,79655.56963,21819.40123,2.174082389
AHNEMAN_BH_P1_R09_C16,,control,True,blank_control,1,1.0,9,16,/Volumes/Jupetit/rxnpredict/yield_data/plate1.1.csv,16:I,2016-Dec14-1536-CN-Plate1-249.Raw,2016-dec14-1536-cn-plate1-249.raw,,,,t-BuBrettPhos,t-BuBrettPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,P2Et,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,,,,0.0,True,True,0.0,22272.93009,
AHNEMAN_BH_P1_R09_C17,AHNEMAN_BH_ARYL_01,control,True,additive_free_control,1,1.0,9,17,/Volumes/Jupetit/rxnpredict/yield_data/plate1.1.csv,17:I,2016-Dec14-1536-CN-Plate1-265.Raw,2016-dec14-1536-cn-plate1-265.raw,1.0,1-chloro-4-(trifluoromethyl)benzene,FC(F)(F)c1ccc(Cl)cc1,t-BuBrettPhos,t-BuBrettPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,BTMG,CN(C)/C(N(C)C)=N\C(C)(C)C,,,,34.71645259,True,False,97199.4784,21888.00708,1.042356705
AHNEMAN_BH_P1_R09_C18,AHNEMAN_BH_ARYL_02,control,True,additive_free_control,1,1.0,9,18,/Volumes/Jupetit/rxnpredict/yield_data/plate1.1.csv,18:I,2016-Dec14-1536-CN-Plate1-281.Raw,2016-dec14-1536-cn-plate1-281.raw,2.0,1-bromo-4-(trifluoromethyl)benzene,FC(F)(F)c1ccc(Br)cc1,t-BuBrettPhos,t-BuBrettPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,BTMG,CN(C)/C(N(C)C)=N\C(C)(C)C,,,,43.57302345,True,False,117672.6694,21112.29945,1.042356705
AHNEMAN_BH_P1_R09_C19,AHNEMAN_BH_ARYL_03,control,True,additive_free_control,1,1.0,9,19,/Volumes/Jupetit/rxnpredict/yield_data/plate1.1.csv,19:I,2016-Dec14-1536-CN-Plate1-297.Raw,2016-dec14-1536-cn-plate1-297.raw,3.0,1-iodo-4-(trifluoromethyl)benzene,FC(F)(F)c1ccc(I)cc1,t-BuBrettPhos,t-BuBrettPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,BTMG,CN(C)/C(N(C)C)=N\C(C)(C)C,,,,48.32439551,True,False,123891.3792,20042.51814,1.042356705
AHNEMAN_BH_P1_R09_C20,AHNEMAN_BH_ARYL_04,control,True,additive_free_control,1,1.0,9,20,/Volumes/Jupetit/rxnpredict/yield_data/plate1.1.csv,20:I,2016-Dec14-1536-CN-Plate1-313.Raw,2016-dec14-1536-cn-plate1-313.raw,4.0,1-chloro-4-methoxybenzene,COc1ccc(Cl)cc1,t-BuBrettPhos,t-BuBrettPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,BTMG,CN(C)/C(N(C)C)=N\C(C)(C)C,,,,0.607063773,True,False,1757.55121,20599.45349,0.948682226
AHNEMAN_BH_P1_R09_C21,AHNEMAN_BH_ARYL_05,control,True,additive_free_control,1,1.0,9,21,/Volumes/Jupetit/rxnpredict/yield_data/plate1.1.csv,21:I,2016-Dec14-1536-CN-Plate1-329.Raw,2016-dec14-1536-cn-plate1-329.raw,5.0,1-bromo-4-methoxybenzene,COc1ccc(Br)cc1,t-BuBrettPhos,t-BuBrettPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,BTMG,CN(C)/C(N(C)C)=N\C(C)(C)C,,,,28.83783854,True,False,125200.0443,30890.41933,0.948682226
AHNEMAN_BH_P1_R09_C22,AHNEMAN_BH_ARYL_06,control,True,additive_free_control,1,1.0,9,22,/Volumes/Jupetit/rxnpredict/yield_data/plate1.1.csv,22:I,2016-Dec14-1536-CN-Plate1-345.Raw,2016-dec14-1536-cn-plate1-345.raw,6.0,1-iodo-4-methoxybenzene,COc1ccc(I)cc1,t-BuBrettPhos,t-BuBrettPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,BTMG,CN(C)/C(N(C)C)=N\C(C)(C)C,,,,37.43255163,True,False,136506.9168,25947.00601,0.948682226
AHNEMAN_BH_P1_R09_C23,AHNEMAN_BH_ARYL_07,control,True,additive_free_control,1,1.0,9,23,/Volumes/Jupetit/rxnpredict/yield_data/plate1.1.csv,23:I,2016-Dec14-1536-CN-Plate1-361.Raw,2016-dec14-1536-cn-plate1-361.raw,7.0,1-chloro-4-ethylbenzene,CCc1ccc(Cl)cc1,t-BuBrettPhos,t-BuBrettPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,BTMG,CN(C)/C(N(C)C)=N\C(C)(C)C,,,,2.85991864,True,False,6409.19715,22481.1762,1.337543187
AHNEMAN_BH_P1_R09_C24,AHNEMAN_BH_ARYL_08,control,True,additive_free_control,1,1.0,9,24,/Volumes/Jupetit/rxnpredict/yield_data/plate1.1.csv,24:I,2016-Dec14-1536-CN-Plate1-377.Raw,2016-dec14-1536-cn-plate1-377.raw,8.0,1-bromo-4-ethylbenzene,CCc1ccc(Br)cc1,t-BuBrettPhos,t-BuBrettPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,BTMG,CN(C)/C(N(C)C)=N\C(C)(C)C,,,,70.01345936,True,False,137088.8076,19642.17334,1.337543187
AHNEMAN_BH_P1_R09_C25,AHNEMAN_BH_ARYL_09,control,True,additive_free_control,1,2.0,9,25,/Volumes/Jupetit/rxnpredict/yield_data/plate1.2.csv,1:I,2016-Dec14-1536-CN-Plate2-9.Raw,2016-dec14-1536-cn-plate2-9.raw,9.0,1-ethyl-4-iodobenzene,CCc1ccc(I)cc1,t-BuBrettPhos,t-BuBrettPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,BTMG,CN(C)/C(N(C)C)=N\C(C)(C)C,,,,78.088776,True,False,127214.3033,16342.42142,1.337543187
AHNEMAN_BH_P1_R09_C26,AHNEMAN_BH_ARYL_10,control,True,additive_free_control,1,2.0,9,26,/Volumes/Jupetit/rxnpredict/yield_data/plate1.2.csv,2:I,2016-Dec14-1536-CN-Plate2-25.Raw,2016-dec14-1536-cn-plate2-25.raw,10.0,2-chloropyridine,Clc1ccccn1,t-BuBrettPhos,t-BuBrettPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,BTMG,CN(C)/C(N(C)C)=N\C(C)(C)C,,,,70.19867654,True,False,65040.30845,19760.7128,2.843725517
AHNEMAN_BH_P1_R09_C27,AHNEMAN_BH_ARYL_11,control,True,additive_free_control,1,2.0,9,27,/Volumes/Jupetit/rxnpredict/yield_data/plate1.2.csv,3:I,2016-Dec14-1536-CN-Plate2-41.Raw,2016-dec14-1536-cn-plate2-41.raw,11.0,2-bromopyridine,Brc1ccccn1,t-BuBrettPhos,t-BuBrettPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,BTMG,CN(C)/C(N(C)C)=N\C(C)(C)C,,,,81.98080261,True,False,73511.68479,19124.63472,2.843725517
AHNEMAN_BH_P1_R09_C28,AHNEMAN_BH_ARYL_12,control,True,additive_free_control,1,2.0,9,28,/Volumes/Jupetit/rxnpredict/yield_data/plate1.2.csv,4:I,2016-Dec14-1536-CN-Plate2-57.Raw,2016-dec14-1536-cn-plate2-57.raw,12.0,2-iodopyridine,Ic1ccccn1,t-BuBrettPhos,t-BuBrettPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,BTMG,CN(C)/C(N(C)C)=N\C(C)(C)C,,,,85.25720997,True,False,75585.63727,18908.50101,2.843725517
AHNEMAN_BH_P1_R09_C29,AHNEMAN_BH_ARYL_13,control,True,additive_free_control,1,2.0,9,29,/Volumes/Jupetit/rxnpredict/yield_data/plate1.2.csv,5:I,2016-Dec14-1536-CN-Plate2-73.Raw,2016-dec14-1536-cn-plate2-73.raw,13.0,3-chloropyridine,Clc1cccnc1,t-BuBrettPhos,t-BuBrettPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,BTMG,CN(C)/C(N(C)C)=N\C(C)(C)C,,,,39.12894222,True,False,45696.41515,19042.38253,2.174082389
AHNEMAN_BH_P1_R09_C30,AHNEMAN_BH_ARYL_14,control,True,additive_free_control,1,2.0,9,30,/Volumes/Jupetit/rxnpredict/yield_data/plate1.2.csv,6:I,2016-Dec14-1536-CN-Plate2-89.Raw,2016-dec14-1536-cn-plate2-89.raw,14.0,3-bromopyridine,Brc1cccnc1,t-BuBrettPhos,t-BuBrettPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,BTMG,CN(C)/C(N(C)C)=N\C(C)(C)C,,,,76.74229373,True,False,85004.53514,18061.11603,2.174082389
AHNEMAN_BH_P1_R09_C31,AHNEMAN_BH_ARYL_15,control,True,additive_free_control,1,2.0,9,31,/Volumes/Jupetit/rxnpredict/yield_data/plate1.2.csv,7:I,2016-Dec14-1536-CN-Plate2-105.Raw,2016-dec14-1536-cn-plate2-105.raw,15.0,3-iodopyridine,Ic1cccnc1,t-BuBrettPhos,t-BuBrettPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,BTMG,CN(C)/C(N(C)C)=N\C(C)(C)C,,,,84.97992801,True,False,92483.72095,17745.41651,2.174082389
AHNEMAN_BH_P1_R09_C32,,control,True,blank_control,1,2.0,9,32,/Volumes/Jupetit/rxnpredict/yield_data/plate1.2.csv,8:I,2016-Dec14-1536-CN-Plate2-121.Raw,2016-dec14-1536-cn-plate2-121.raw,,,,t-BuBrettPhos,t-BuBrettPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,BTMG,CN(C)/C(N(C)C)=N\C(C)(C)C,,,,0.0,True,True,,19263.85494,
AHNEMAN_BH_P1_R09_C33,AHNEMAN_BH_ARYL_01,control,True,additive_free_control,1,2.0,9,33,/Volumes/Jupetit/rxnpredict/yield_data/plate1.2.csv,9:I,2016-Dec14-1536-CN-Plate2-137.Raw,2016-dec14-1536-cn-plate2-137.raw,1.0,1-chloro-4-(trifluoromethyl)benzene,FC(F)(F)c1ccc(Cl)cc1,t-BuBrettPhos,t-BuBrettPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,MTBD,CN1CCCN2CCCN=C12,,,,33.61043599,True,False,78322.55319,18217.56459,1.042356705
AHNEMAN_BH_P1_R09_C34,AHNEMAN_BH_ARYL_02,control,True,additive_free_control,1,2.0,9,34,/Volumes/Jupetit/rxnpredict/yield_data/plate1.2.csv,10:I,2016-Dec14-1536-CN-Plate2-153.Raw,2016-dec14-1536-cn-plate2-153.raw,2.0,1-bromo-4-(trifluoromethyl)benzene,FC(F)(F)c1ccc(Br)cc1,t-BuBrettPhos,t-BuBrettPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,MTBD,CN1CCCN2CCCN=C12,,,,49.6136763,True,False,117334.8886,18488.57266,1.042356705
AHNEMAN_BH_P1_R09_C35,AHNEMAN_BH_ARYL_03,control,True,additive_free_control,1,2.0,9,35,/Volumes/Jupetit/rxnpredict/yield_data/plate1.2.csv,11:I,2016-Dec14-1536-CN-Plate2-169.Raw,2016-dec14-1536-cn-plate2-169.raw,3.0,1-iodo-4-(trifluoromethyl)benzene,FC(F)(F)c1ccc(I)cc1,t-BuBrettPhos,t-BuBrettPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,MTBD,CN1CCCN2CCCN=C12,,,,47.45149232,True,False,113915.9686,18767.75648,1.042356705
AHNEMAN_BH_P1_R09_C36,AHNEMAN_BH_ARYL_04,control,True,additive_free_control,1,2.0,9,36,/Volumes/Jupetit/rxnpredict/yield_data/plate1.2.csv,12:I,2016-Dec14-1536-CN-Plate2-185.Raw,2016-dec14-1536-cn-plate2-185.raw,4.0,1-chloro-4-methoxybenzene,COc1ccc(Cl)cc1,t-BuBrettPhos,t-BuBrettPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,MTBD,CN1CCCN2CCCN=C12,,,,0.928544459,True,False,2524.70661,19345.95805,0.948682226
AHNEMAN_BH_P1_R09_C37,AHNEMAN_BH_ARYL_05,control,True,additive_free_control,1,2.0,9,37,/Volumes/Jupetit/rxnpredict/yield_data/plate1.2.csv,13:I,2016-Dec14-1536-CN-Plate2-201.Raw,2016-dec14-1536-cn-plate2-201.raw,5.0,1-bromo-4-methoxybenzene,COc1ccc(Br)cc1,t-BuBrettPhos,t-BuBrettPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,MTBD,CN1CCCN2CCCN=C12,,,,31.04337853,True,False,139421.1735,31955.2177,0.948682226
AHNEMAN_BH_P1_R09_C38,AHNEMAN_BH_ARYL_06,control,True,additive_free_control,1,2.0,9,38,/Volumes/Jupetit/rxnpredict/yield_data/plate1.2.csv,14:I,2016-Dec14-1536-CN-Plate2-217.Raw,2016-dec14-1536-cn-plate2-217.raw,6.0,1-iodo-4-methoxybenzene,COc1ccc(I)cc1,t-BuBrettPhos,t-BuBrettPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,MTBD,CN1CCCN2CCCN=C12,,,,43.13871983,True,False,142487.0036,23501.19943,0.948682226
AHNEMAN_BH_P1_R09_C39,AHNEMAN_BH_ARYL_07,control,True,additive_free_control,1,2.0,9,39,/Volumes/Jupetit/rxnpredict/yield_data/plate1.2.csv,15:I,2016-Dec14-1536-CN-Plate2-233.Raw,2016-dec14-1536-cn-plate2-233.raw,7.0,1-chloro-4-ethylbenzene,CCc1ccc(Cl)cc1,t-BuBrettPhos,t-BuBrettPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,MTBD,CN1CCCN2CCCN=C12,,,,0.0,True,True,0.0,18064.83707,1.337543187
AHNEMAN_BH_P1_R09_C40,AHNEMAN_BH_ARYL_08,control,True,additive_free_control,1,2.0,9,40,/Volumes/Jupetit/rxnpredict/yield_data/plate1.2.csv,16:I,2016-Dec14-1536-CN-Plate2-249.Raw,2016-dec14-1536-cn-plate2-249.raw,8.0,1-bromo-4-ethylbenzene,CCc1ccc(Br)cc1,t-BuBrettPhos,t-BuBrettPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,MTBD,CN1CCCN2CCCN=C12,,,,81.91726557,True,False,147502.7893,18063.16558,1.337543187
AHNEMAN_BH_P1_R09_C41,AHNEMAN_BH_ARYL_09,control,True,additive_free_control,1,2.0,9,41,/Volumes/Jupetit/rxnpredict/yield_data/plate1.2.csv,17:I,2016-Dec14-1536-CN-Plate2-265.Raw,2016-dec14-1536-cn-plate2-265.raw,9.0,1-ethyl-4-iodobenzene,CCc1ccc(I)cc1,t-BuBrettPhos,t-BuBrettPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,MTBD,CN1CCCN2CCCN=C12,,,,84.29748871,True,False,152375.0766,18132.94637,1.337543187
AHNEMAN_BH_P1_R09_C42,AHNEMAN_BH_ARYL_10,control,True,additive_free_control,1,2.0,9,42,/Volumes/Jupetit/rxnpredict/yield_data/plate1.2.csv,18:I,2016-Dec14-1536-CN-Plate2-281.Raw,2016-dec14-1536-cn-plate2-281.raw,10.0,2-chloropyridine,Clc1ccccn1,t-BuBrettPhos,t-BuBrettPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,MTBD,CN1CCCN2CCCN=C12,,,,86.21497352,True,False,72219.38275,17865.69895,2.843725517
AHNEMAN_BH_P1_R09_C43,AHNEMAN_BH_ARYL_11,control,True,additive_free_control,1,2.0,9,43,/Volumes/Jupetit/rxnpredict/yield_data/plate1.2.csv,19:I,2016-Dec14-1536-CN-Plate2-297.Raw,2016-dec14-1536-cn-plate2-297.raw,11.0,2-bromopyridine,Brc1ccccn1,t-BuBrettPhos,t-BuBrettPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,MTBD,CN1CCCN2CCCN=C12,,,,92.93093214,True,False,78030.21925,17908.18088,2.843725517
AHNEMAN_BH_P1_R09_C44,AHNEMAN_BH_ARYL_12,control,True,additive_free_control,1,2.0,9,44,/Volumes/Jupetit/rxnpredict/yield_data/plate1.2.csv,20:I,2016-Dec14-1536-CN-Plate2-313.Raw,2016-dec14-1536-cn-plate2-313.raw,12.0,2-iodopyridine,Ic1ccccn1,t-BuBrettPhos,t-BuBrettPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,MTBD,CN1CCCN2CCCN=C12,,,,98.03384571,True,False,80082.55201,17422.51324,2.843725517
