component_id,registry_version,entity_scope,source_dataset,role,raw_value,normalized_name,component_value_state,structure_raw_value,normalized_smiles,canonical_smiles,inchikey,structure_status,structure_error_class,evidence_id,source_artifact_id,source_locator,review_status
CRB_V02_DF3F4CCBD1257BE7,core_v0_2_registry_source_scoped_v1,perera_suzuki_miyaura_2018,perera_suzuki_miyaura_2018,ligand,AmPhos,AmPhos,explicit_component,not_reported,NA,NA,NA,not_supported,role_not_supported_by_source_boundary,perera_suzuki_miyaura_2018:source_condition:ligand,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_Data_File_S1.xlsx:Sheet1:role=ligand;value=AmPhos,not_required
CRB_V02_073C06B8A66206A3,core_v0_2_registry_source_scoped_v1,perera_suzuki_miyaura_2018,perera_suzuki_miyaura_2018,ligand,CataCXium A,CataCXium A,explicit_component,not_reported,NA,NA,NA,not_supported,role_not_supported_by_source_boundary,perera_suzuki_miyaura_2018:source_condition:ligand,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_Data_File_S1.xlsx:Sheet1:role=ligand;value=CataCXium A,not_required
CRB_V02_10E7243B28499ED5,core_v0_2_registry_source_scoped_v1,perera_suzuki_miyaura_2018,perera_suzuki_miyaura_2018,ligand,None,NULL_COMPONENT,explicit_null_component,not_reported,NA,NA,NA,not_supported,role_not_supported_by_source_boundary,perera_suzuki_miyaura_2018:source_condition:ligand,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_Data_File_S1.xlsx:Sheet1:role=ligand;value=None,not_required
CRB_V02_068094FBBDC5891F,core_v0_2_registry_source_scoped_v1,perera_suzuki_miyaura_2018,perera_suzuki_miyaura_2018,ligand,P(Cy)3,P(Cy)3,explicit_component,not_reported,NA,NA,NA,not_supported,role_not_supported_by_source_boundary,perera_suzuki_miyaura_2018:source_condition:ligand,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_Data_File_S1.xlsx:Sheet1:role=ligand;value=P(Cy)3,not_required
CRB_V02_7F525E57D6D26158,core_v0_2_registry_source_scoped_v1,perera_suzuki_miyaura_2018,perera_suzuki_miyaura_2018,ligand,P(Ph)3 ,P(Ph)3 ,explicit_component,not_reported,NA,NA,NA,not_supported,role_not_supported_by_source_boundary,perera_suzuki_miyaura_2018:source_condition:ligand,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_Data_File_S1.xlsx:Sheet1:role=ligand;value=P(Ph)3 ,not_required
CRB_V02_9986563E66524E77,core_v0_2_registry_source_scoped_v1,perera_suzuki_miyaura_2018,perera_suzuki_miyaura_2018,ligand,P(o-Tol)3,P(o-Tol)3,explicit_component,not_reported,NA,NA,NA,not_supported,role_not_supported_by_source_boundary,perera_suzuki_miyaura_2018:source_condition:ligand,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_Data_File_S1.xlsx:Sheet1:role=ligand;value=P(o-Tol)3,not_required
CRB_V02_D6A4739E53F5AFF6,core_v0_2_registry_source_scoped_v1,perera_suzuki_miyaura_2018,perera_suzuki_miyaura_2018,ligand,P(tBu)3,P(tBu)3,explicit_component,not_reported,NA,NA,NA,not_supported,role_not_supported_by_source_boundary,perera_suzuki_miyaura_2018:source_condition:ligand,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_Data_File_S1.xlsx:Sheet1:role=ligand;value=P(tBu)3,not_required
CRB_V02_2F1FFA05B0D86B8B,core_v0_2_registry_source_scoped_v1,perera_suzuki_miyaura_2018,perera_suzuki_miyaura_2018,ligand,SPhos,SPhos,explicit_component,not_reported,NA,NA,NA,not_supported,role_not_supported_by_source_boundary,perera_suzuki_miyaura_2018:source_condition:ligand,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_Data_File_S1.xlsx:Sheet1:role=ligand;value=SPhos,not_required
CRB_V02_30D855DFD6226606,core_v0_2_registry_source_scoped_v1,perera_suzuki_miyaura_2018,perera_suzuki_miyaura_2018,ligand,XPhos,XPhos,explicit_component,not_reported,NA,NA,NA,not_supported,role_not_supported_by_source_boundary,perera_suzuki_miyaura_2018:source_condition:ligand,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_Data_File_S1.xlsx:Sheet1:role=ligand;value=XPhos,not_required
CRB_V02_8BC0A5212D6A1898,core_v0_2_registry_source_scoped_v1,perera_suzuki_miyaura_2018,perera_suzuki_miyaura_2018,ligand,Xantphos,Xantphos,explicit_component,not_reported,NA,NA,NA,not_supported,role_not_supported_by_source_boundary,perera_suzuki_miyaura_2018:source_condition:ligand,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_Data_File_S1.xlsx:Sheet1:role=ligand;value=Xantphos,not_required
CRB_V02_A181D43876472091,core_v0_2_registry_source_scoped_v1,perera_suzuki_miyaura_2018,perera_suzuki_miyaura_2018,ligand,dppf,dppf,explicit_component,not_reported,NA,NA,NA,not_supported,role_not_supported_by_source_boundary,perera_suzuki_miyaura_2018:source_condition:ligand,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_Data_File_S1.xlsx:Sheet1:role=ligand;value=dppf,not_required
CRB_V02_AB89ABB593C48744,core_v0_2_registry_source_scoped_v1,perera_suzuki_miyaura_2018,perera_suzuki_miyaura_2018,ligand,dtbpf,dtbpf,explicit_component,not_reported,NA,NA,NA,not_supported,role_not_supported_by_source_boundary,perera_suzuki_miyaura_2018:source_condition:ligand,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_Data_File_S1.xlsx:Sheet1:role=ligand;value=dtbpf,not_required
CRB_V02_87814BFC60B5049E,core_v0_2_registry_source_scoped_v1,perera_suzuki_miyaura_2018,perera_suzuki_miyaura_2018,solvent_1,DMF,DMF,explicit_component,not_reported,NA,NA,NA,not_supported,role_not_supported_by_source_boundary,perera_suzuki_miyaura_2018:source_condition:solvent_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_Data_File_S1.xlsx:Sheet1:role=solvent_1;value=DMF,not_required
CRB_V02_8FAB44EBFCBA06FF,core_v0_2_registry_source_scoped_v1,perera_suzuki_miyaura_2018,perera_suzuki_miyaura_2018,solvent_1,MeCN,MeCN,explicit_component,not_reported,NA,NA,NA,not_supported,role_not_supported_by_source_boundary,perera_suzuki_miyaura_2018:source_condition:solvent_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_Data_File_S1.xlsx:Sheet1:role=solvent_1;value=MeCN,not_required
CRB_V02_4D0589E74E450BD1,core_v0_2_registry_source_scoped_v1,perera_suzuki_miyaura_2018,perera_suzuki_miyaura_2018,solvent_1,MeOH,MeOH,explicit_component,not_reported,NA,NA,NA,not_supported,role_not_supported_by_source_boundary,perera_suzuki_miyaura_2018:source_condition:solvent_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_Data_File_S1.xlsx:Sheet1:role=solvent_1;value=MeOH,not_required
CRB_V02_F1E202849825ABE3,core_v0_2_registry_source_scoped_v1,perera_suzuki_miyaura_2018,perera_suzuki_miyaura_2018,solvent_1,MeOH/H2O_V2 9:1,MeOH/H2O_V2 9:1,explicit_component,not_reported,NA,NA,NA,not_supported,role_not_supported_by_source_boundary,perera_suzuki_miyaura_2018:source_condition:solvent_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_Data_File_S1.xlsx:Sheet1:role=solvent_1;value=MeOH/H2O_V2 9:1,not_required
CRB_V02_65C81502E2D3C0C4,core_v0_2_registry_source_scoped_v1,perera_suzuki_miyaura_2018,perera_suzuki_miyaura_2018,solvent_1,THF,THF,explicit_component,not_reported,NA,NA,NA,not_supported,role_not_supported_by_source_boundary,perera_suzuki_miyaura_2018:source_condition:solvent_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_Data_File_S1.xlsx:Sheet1:role=solvent_1;value=THF,not_required
CRB_V02_C46142B0DAAB3524,core_v0_2_registry_source_scoped_v1,perera_suzuki_miyaura_2018,perera_suzuki_miyaura_2018,solvent_1,THF_V2,THF_V2,explicit_component,not_reported,NA,NA,NA,not_supported,role_not_supported_by_source_boundary,perera_suzuki_miyaura_2018:source_condition:solvent_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_Data_File_S1.xlsx:Sheet1:role=solvent_1;value=THF_V2,not_required
CRB_V02_1A520F6AF5E3F442,core_v0_2_registry_source_scoped_v1,perera_suzuki_miyaura_2018,perera_suzuki_miyaura_2018,solvent_2,H2O,H2O,explicit_component,not_reported,NA,NA,NA,not_supported,role_not_supported_by_source_boundary,perera_suzuki_miyaura_2018:source_condition:solvent_2,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_Data_File_S1.xlsx:Sheet1:role=solvent_2;value=H2O,not_required
