composition_id,reaction_id,role,raw_label,component_component_id,component_scope,component_label,ratio_raw_value,ratio_raw_unit,ratio_normalized_value,ratio_normalized_unit,composition_rule_id,composition_rule_version,evidence_id,source_artifact_id,source_locator,review_status
CRB_COMP_437907227801E40D,PERERA_SM_1284,solvent,THF,CRB_V02_1A520F6AF5E3F442,perera_suzuki_miyaura_2018,H2O,9:1,volume_ratio,1.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_5B9B9508E5942811,PERERA_SM_1285,solvent,THF,CRB_V02_65C81502E2D3C0C4,perera_suzuki_miyaura_2018,organic_carrier,9:1,volume_ratio,9.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_8D174D63E30D474D,PERERA_SM_1285,solvent,THF,CRB_V02_1A520F6AF5E3F442,perera_suzuki_miyaura_2018,H2O,9:1,volume_ratio,1.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_76ADED07BD291911,PERERA_SM_1286,solvent,THF,CRB_V02_65C81502E2D3C0C4,perera_suzuki_miyaura_2018,organic_carrier,9:1,volume_ratio,9.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_8136C5D871B5D587,PERERA_SM_1286,solvent,THF,CRB_V02_1A520F6AF5E3F442,perera_suzuki_miyaura_2018,H2O,9:1,volume_ratio,1.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_564E0314086C4A05,PERERA_SM_1287,solvent,THF,CRB_V02_65C81502E2D3C0C4,perera_suzuki_miyaura_2018,organic_carrier,9:1,volume_ratio,9.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_C952A116C49454F5,PERERA_SM_1287,solvent,THF,CRB_V02_1A520F6AF5E3F442,perera_suzuki_miyaura_2018,H2O,9:1,volume_ratio,1.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_8F5F5DB279D2CCD2,PERERA_SM_1288,solvent,THF,CRB_V02_65C81502E2D3C0C4,perera_suzuki_miyaura_2018,organic_carrier,9:1,volume_ratio,9.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_CF71E71DB00E1C47,PERERA_SM_1288,solvent,THF,CRB_V02_1A520F6AF5E3F442,perera_suzuki_miyaura_2018,H2O,9:1,volume_ratio,1.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_5BF6D4EF9D05ECDA,PERERA_SM_1289,solvent,THF,CRB_V02_65C81502E2D3C0C4,perera_suzuki_miyaura_2018,organic_carrier,9:1,volume_ratio,9.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_79CE8339F4F16610,PERERA_SM_1289,solvent,THF,CRB_V02_1A520F6AF5E3F442,perera_suzuki_miyaura_2018,H2O,9:1,volume_ratio,1.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_63CFFB6826637BF7,PERERA_SM_1290,solvent,THF,CRB_V02_65C81502E2D3C0C4,perera_suzuki_miyaura_2018,organic_carrier,9:1,volume_ratio,9.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_FC410469A7704C74,PERERA_SM_1290,solvent,THF,CRB_V02_1A520F6AF5E3F442,perera_suzuki_miyaura_2018,H2O,9:1,volume_ratio,1.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_FB43AC168D50AC9C,PERERA_SM_1291,solvent,THF,CRB_V02_65C81502E2D3C0C4,perera_suzuki_miyaura_2018,organic_carrier,9:1,volume_ratio,9.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_AA3A4259F4E42509,PERERA_SM_1291,solvent,THF,CRB_V02_1A520F6AF5E3F442,perera_suzuki_miyaura_2018,H2O,9:1,volume_ratio,1.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_D33F2242F706067E,PERERA_SM_1292,solvent,THF,CRB_V02_65C81502E2D3C0C4,perera_suzuki_miyaura_2018,organic_carrier,9:1,volume_ratio,9.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_F484455D295EADD3,PERERA_SM_1292,solvent,THF,CRB_V02_1A520F6AF5E3F442,perera_suzuki_miyaura_2018,H2O,9:1,volume_ratio,1.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_D7B2808D83F026AA,PERERA_SM_1293,solvent,THF,CRB_V02_65C81502E2D3C0C4,perera_suzuki_miyaura_2018,organic_carrier,9:1,volume_ratio,9.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_20F5A8C3CE5B222F,PERERA_SM_1293,solvent,THF,CRB_V02_1A520F6AF5E3F442,perera_suzuki_miyaura_2018,H2O,9:1,volume_ratio,1.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_AFEB3CA2224BA9C7,PERERA_SM_1294,solvent,THF,CRB_V02_65C81502E2D3C0C4,perera_suzuki_miyaura_2018,organic_carrier,9:1,volume_ratio,9.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_A2795C0B65CA5856,PERERA_SM_1294,solvent,THF,CRB_V02_1A520F6AF5E3F442,perera_suzuki_miyaura_2018,H2O,9:1,volume_ratio,1.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_86366C95FC201D00,PERERA_SM_1295,solvent,THF,CRB_V02_65C81502E2D3C0C4,perera_suzuki_miyaura_2018,organic_carrier,9:1,volume_ratio,9.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_ADEB32988C8F2947,PERERA_SM_1295,solvent,THF,CRB_V02_1A520F6AF5E3F442,perera_suzuki_miyaura_2018,H2O,9:1,volume_ratio,1.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_1776233A7B4C15B2,PERERA_SM_1296,solvent,THF,CRB_V02_65C81502E2D3C0C4,perera_suzuki_miyaura_2018,organic_carrier,9:1,volume_ratio,9.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_0F6177FADA757404,PERERA_SM_1296,solvent,THF,CRB_V02_1A520F6AF5E3F442,perera_suzuki_miyaura_2018,H2O,9:1,volume_ratio,1.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_87A3760B8EEFDD3E,PERERA_SM_1297,solvent,THF,CRB_V02_65C81502E2D3C0C4,perera_suzuki_miyaura_2018,organic_carrier,9:1,volume_ratio,9.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_492ABA2C0792A984,PERERA_SM_1297,solvent,THF,CRB_V02_1A520F6AF5E3F442,perera_suzuki_miyaura_2018,H2O,9:1,volume_ratio,1.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_7CCFBAF70B3D7FFE,PERERA_SM_1298,solvent,THF,CRB_V02_65C81502E2D3C0C4,perera_suzuki_miyaura_2018,organic_carrier,9:1,volume_ratio,9.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_B5FCFCB7C0D2812E,PERERA_SM_1298,solvent,THF,CRB_V02_1A520F6AF5E3F442,perera_suzuki_miyaura_2018,H2O,9:1,volume_ratio,1.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_821A41617BA3C714,PERERA_SM_1299,solvent,THF,CRB_V02_65C81502E2D3C0C4,perera_suzuki_miyaura_2018,organic_carrier,9:1,volume_ratio,9.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_33423B062113BA1B,PERERA_SM_1299,solvent,THF,CRB_V02_1A520F6AF5E3F442,perera_suzuki_miyaura_2018,H2O,9:1,volume_ratio,1.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_367A6E07C60ADE6C,PERERA_SM_1300,solvent,THF,CRB_V02_65C81502E2D3C0C4,perera_suzuki_miyaura_2018,organic_carrier,9:1,volume_ratio,9.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_ACF0D9FB57A58E74,PERERA_SM_1300,solvent,THF,CRB_V02_1A520F6AF5E3F442,perera_suzuki_miyaura_2018,H2O,9:1,volume_ratio,1.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_DE0F477296CA56A7,PERERA_SM_1301,solvent,THF,CRB_V02_65C81502E2D3C0C4,perera_suzuki_miyaura_2018,organic_carrier,9:1,volume_ratio,9.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_3B380609E4CC3DB8,PERERA_SM_1301,solvent,THF,CRB_V02_1A520F6AF5E3F442,perera_suzuki_miyaura_2018,H2O,9:1,volume_ratio,1.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_B7C25AB805908F7D,PERERA_SM_1302,solvent,THF,CRB_V02_65C81502E2D3C0C4,perera_suzuki_miyaura_2018,organic_carrier,9:1,volume_ratio,9.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_DC0EC94E44AC5ECA,PERERA_SM_1302,solvent,THF,CRB_V02_1A520F6AF5E3F442,perera_suzuki_miyaura_2018,H2O,9:1,volume_ratio,1.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_DCF8EEBB65DC4B28,PERERA_SM_1303,solvent,THF,CRB_V02_65C81502E2D3C0C4,perera_suzuki_miyaura_2018,organic_carrier,9:1,volume_ratio,9.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_2A6461B235DB967E,PERERA_SM_1303,solvent,THF,CRB_V02_1A520F6AF5E3F442,perera_suzuki_miyaura_2018,H2O,9:1,volume_ratio,1.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_F2E924DAAE0CA839,PERERA_SM_1304,solvent,THF,CRB_V02_65C81502E2D3C0C4,perera_suzuki_miyaura_2018,organic_carrier,9:1,volume_ratio,9.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_BDE63F616746D094,PERERA_SM_1304,solvent,THF,CRB_V02_1A520F6AF5E3F442,perera_suzuki_miyaura_2018,H2O,9:1,volume_ratio,1.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_E31C9AB29A50C68F,PERERA_SM_1305,solvent,THF,CRB_V02_65C81502E2D3C0C4,perera_suzuki_miyaura_2018,organic_carrier,9:1,volume_ratio,9.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_357F37934395186B,PERERA_SM_1305,solvent,THF,CRB_V02_1A520F6AF5E3F442,perera_suzuki_miyaura_2018,H2O,9:1,volume_ratio,1.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_4CC26524F3E7B3E8,PERERA_SM_1306,solvent,THF,CRB_V02_65C81502E2D3C0C4,perera_suzuki_miyaura_2018,organic_carrier,9:1,volume_ratio,9.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_25DE4CD221CE20D1,PERERA_SM_1306,solvent,THF,CRB_V02_1A520F6AF5E3F442,perera_suzuki_miyaura_2018,H2O,9:1,volume_ratio,1.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_84B51FC3CA68C73A,PERERA_SM_1307,solvent,THF,CRB_V02_65C81502E2D3C0C4,perera_suzuki_miyaura_2018,organic_carrier,9:1,volume_ratio,9.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_9B8999D5CB4BD469,PERERA_SM_1307,solvent,THF,CRB_V02_1A520F6AF5E3F442,perera_suzuki_miyaura_2018,H2O,9:1,volume_ratio,1.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_585E84DEAF77DE32,PERERA_SM_1308,solvent,THF,CRB_V02_65C81502E2D3C0C4,perera_suzuki_miyaura_2018,organic_carrier,9:1,volume_ratio,9.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_47D243E3A6CA8892,PERERA_SM_1308,solvent,THF,CRB_V02_1A520F6AF5E3F442,perera_suzuki_miyaura_2018,H2O,9:1,volume_ratio,1.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_4647DCF03A91B0D1,PERERA_SM_1309,solvent,THF,CRB_V02_65C81502E2D3C0C4,perera_suzuki_miyaura_2018,organic_carrier,9:1,volume_ratio,9.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_C8F7ADF2F7D86013,PERERA_SM_1309,solvent,THF,CRB_V02_1A520F6AF5E3F442,perera_suzuki_miyaura_2018,H2O,9:1,volume_ratio,1.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_613F6F04B93B2A39,PERERA_SM_1310,solvent,THF,CRB_V02_65C81502E2D3C0C4,perera_suzuki_miyaura_2018,organic_carrier,9:1,volume_ratio,9.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_434BEEE3A28DE7B4,PERERA_SM_1310,solvent,THF,CRB_V02_1A520F6AF5E3F442,perera_suzuki_miyaura_2018,H2O,9:1,volume_ratio,1.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_E3DA6A3984B7C0DD,PERERA_SM_1311,solvent,THF,CRB_V02_65C81502E2D3C0C4,perera_suzuki_miyaura_2018,organic_carrier,9:1,volume_ratio,9.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_3AC83F5011092A30,PERERA_SM_1311,solvent,THF,CRB_V02_1A520F6AF5E3F442,perera_suzuki_miyaura_2018,H2O,9:1,volume_ratio,1.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_39F33917581937E8,PERERA_SM_1312,solvent,THF,CRB_V02_65C81502E2D3C0C4,perera_suzuki_miyaura_2018,organic_carrier,9:1,volume_ratio,9.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_A559C67575E62368,PERERA_SM_1312,solvent,THF,CRB_V02_1A520F6AF5E3F442,perera_suzuki_miyaura_2018,H2O,9:1,volume_ratio,1.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_62C07E53CE4B6A4B,PERERA_SM_1313,solvent,THF,CRB_V02_65C81502E2D3C0C4,perera_suzuki_miyaura_2018,organic_carrier,9:1,volume_ratio,9.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_7483B88984EB2F88,PERERA_SM_1313,solvent,THF,CRB_V02_1A520F6AF5E3F442,perera_suzuki_miyaura_2018,H2O,9:1,volume_ratio,1.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_7BB74FCB26633B5E,PERERA_SM_1314,solvent,THF,CRB_V02_65C81502E2D3C0C4,perera_suzuki_miyaura_2018,organic_carrier,9:1,volume_ratio,9.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_CE0D3BC806F96210,PERERA_SM_1314,solvent,THF,CRB_V02_1A520F6AF5E3F442,perera_suzuki_miyaura_2018,H2O,9:1,volume_ratio,1.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_1E158B85A08DBCD5,PERERA_SM_1315,solvent,THF,CRB_V02_65C81502E2D3C0C4,perera_suzuki_miyaura_2018,organic_carrier,9:1,volume_ratio,9.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_6813911F194FBE44,PERERA_SM_1315,solvent,THF,CRB_V02_1A520F6AF5E3F442,perera_suzuki_miyaura_2018,H2O,9:1,volume_ratio,1.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_4115E58631889BB9,PERERA_SM_1316,solvent,THF,CRB_V02_65C81502E2D3C0C4,perera_suzuki_miyaura_2018,organic_carrier,9:1,volume_ratio,9.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_9850053D43B826F2,PERERA_SM_1316,solvent,THF,CRB_V02_1A520F6AF5E3F442,perera_suzuki_miyaura_2018,H2O,9:1,volume_ratio,1.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
CRB_COMP_94EAD5CDA469F76F,PERERA_SM_1317,solvent,THF,CRB_V02_65C81502E2D3C0C4,perera_suzuki_miyaura_2018,organic_carrier,9:1,volume_ratio,9.0,volume_parts,perera_documented_organic_water_ratio_v1,v1,PERERA_SI_S24_SOLVENT_9_TO_1,perera_suzuki_miyaura_v0_2_candidate,data/raw/perera_suzuki_miyaura/aap9112_perera_sm.pdf:S24,not_required
